Circuit delay: 868.304 ps

Gate slacks:
NAND-6111: 150.622 ps
NOT-6112: 139.446 ps
NAND-6113: 98.0074 ps
NOT-6114: 86.8304 ps
NAND-6115: 107.482 ps
NOT-6116: 96.306 ps
NAND-6117: 218.161 ps
NOT-6118: 206.991 ps
NAND-6119: 136.023 ps
NOT-6120: 124.852 ps
NOT-6121: 396.596 ps
NAND-6122: 407.763 ps
NOT-6123: 396.596 ps
NOT-6124: 396.596 ps
NAND-6125: 393.189 ps
NOT-6126: 382.02 ps
NAND-6127: 429.97 ps
NAND-6131: 426.679 ps
NOT-6135: 382.02 ps
NAND-6136: 393.189 ps
NAND-6137: 410.595 ps
NAND-6141: 410.595 ps
NAND-6145: 391.218 ps
NOT-6148: 365.614 ps
NOT-6149: 371.965 ps
NOT-6150: 369.469 ps
NOT-6151: 375.819 ps
NOT-6152: 373.326 ps
NOT-6153: 379.677 ps
NOT-6154: 306.807 ps
NOT-6155: 313.158 ps
NOT-6156: 311.11 ps
NAND-6157: 322.276 ps
NOT-6158: 315.357 ps
NAND-6159: 326.525 ps
NOT-6160: 319.607 ps
NAND-6161: 330.778 ps
NOT-6162: 392.81 ps
NOT-6163: 399.161 ps
NAND-6164: 403.653 ps
NOT-6165: 392.455 ps
NAND-6166: 410.595 ps
NAND-6170: 410.595 ps
NAND-6174: 396.018 ps
NAND-6177: 415.347 ps
NOT-6181: 390.245 ps
NOT-6182: 390.245 ps
NOT-6183: 375.669 ps
NOT-6184: 375.669 ps
NOT-6185: 390.245 ps
NAND-6186: 401.412 ps
NOT-6187: 390.245 ps
NOT-6188: 390.245 ps
NOT-6189: 375.669 ps
NOT-6190: 375.669 ps
NOT-6191: 398.421 ps
NAND-6192: 409.589 ps
NOT-6193: 408.628 ps
NAND-6194: 419.793 ps
NOT-6195: 236.468 ps
NAND-6196: 460.208 ps
NAND-6199: 449.537 ps
NOT-6202: 289.758 ps
NOT-6203: 241.628 ps
BUFF-6204: 202.206 ps
BUFF-6207: 604.108 ps
BUFF-6210: 97.5212 ps
NOT-6213: 302.437 ps
BUFF-6214: 274.561 ps
NOR-6217: 241.28 ps
BUFF-6220: 604.11 ps
NOT-6223: 444.909 ps
NOT-6224: 434.261 ps
NOT-6225: 444.909 ps
NOT-6226: 444.909 ps
NOT-6227: 444.909 ps
NOT-6228: 434.261 ps
NOT-6229: 444.909 ps
NOT-6230: 444.909 ps
NOT-6231: 302.437 ps
BUFF-6232: 274.561 ps
NOT-6235: 269.245 ps
BUFF-6236: 221.278 ps
NOT-6239: 457.607 ps
NOT-6240: 457.607 ps
NOT-6241: 457.607 ps
NOT-6242: 457.607 ps
NAND-6243: 487.689 ps
NAND-6246: 487.689 ps
NAND-6249: 466.805 ps
NAND-6252: 466.805 ps
NOT-6255: 451.256 ps
NOT-6256: 451.256 ps
NOT-6257: 451.256 ps
NOT-6258: 451.256 ps
NOT-6259: 451.256 ps
NOT-6260: 451.256 ps
NOT-6261: 451.256 ps
NOT-6262: 451.256 ps
NAND-6263: 471.605 ps
NAND-6266: 471.605 ps
NAND-6540: 225.015 ps
NAND-6541: 211.142 ps
NAND-6542: 211.142 ps
NAND-6543: 231.402 ps
NAND-6544: 175.943 ps
NAND-6545: 164.555 ps
NAND-6546: 160.791 ps
NAND-6547: 164.555 ps
NAND-6555: 247.211 ps
NAND-6556: 198.029 ps
NAND-6557: 185.643 ps
NAND-6558: 180.299 ps
NAND-6559: 139.446 ps
NAND-6560: 86.8304 ps
NAND-6561: 96.306 ps
NAND-6569: 206.991 ps
NAND-6594: 370.447 ps
NAND-6595: 374.285 ps
NAND-6596: 378.125 ps
NAND-6597: 323.61 ps
NAND-6598: 327.913 ps
NAND-6599: 334.264 ps
NAND-6600: 332.16 ps
NAND-6601: 338.511 ps
NAND-6602: 336.41 ps
NAND-6603: 342.761 ps
NAND-6604: 382.116 ps
NAND-6605: 371.672 ps
NAND-6606: 378.023 ps
NAND-6621: 241.925 ps
NAND-6622: 227.971 ps
NAND-6623: 227.971 ps
NAND-6624: 232.33 ps
NAND-6625: 192.589 ps
NAND-6626: 181.201 ps
NAND-6627: 177.437 ps
NAND-6628: 181.201 ps
NAND-6629: 218.271 ps
NAND-6639: 378.271 ps
NAND-6640: 383.899 ps
NAND-6641: 383.899 ps
NAND-6642: 369.322 ps
NAND-6643: 369.322 ps
NAND-6644: 393.536 ps
NAND-6645: 383.899 ps
NAND-6646: 383.899 ps
NAND-6647: 369.322 ps
NAND-6648: 369.322 ps
NAND-6649: 264.009 ps
NAND-6650: 198.029 ps
NAND-6651: 185.643 ps
NAND-6652: 196.986 ps
NAND-6653: 139.446 ps
NAND-6654: 86.8304 ps
NAND-6655: 96.306 ps
NAND-6656: 206.991 ps
NAND-6657: 124.852 ps
NAND-6658: 396.596 ps
NAND-6659: 396.596 ps
NAND-6660: 396.596 ps
NAND-6661: 382.02 ps
NAND-6668: 382.02 ps
NAND-6677: 365.614 ps
NAND-6678: 371.965 ps
NAND-6679: 369.469 ps
NAND-6680: 375.819 ps
NAND-6681: 373.326 ps
NAND-6682: 379.677 ps
NAND-6683: 306.807 ps
NAND-6684: 313.158 ps
NAND-6685: 311.11 ps
NAND-6686: 315.357 ps
NAND-6687: 319.607 ps
NAND-6688: 392.81 ps
NAND-6689: 399.161 ps
NAND-6690: 392.455 ps
NAND-6702: 390.245 ps
NAND-6703: 390.245 ps
NAND-6704: 375.669 ps
NAND-6705: 375.669 ps
NAND-6706: 390.245 ps
NAND-6707: 390.245 ps
NAND-6708: 390.245 ps
NAND-6709: 375.669 ps
NAND-6710: 375.669 ps
NAND-6711: 398.421 ps
NAND-6712: 408.628 ps
NAND-6729: 444.909 ps
NAND-6730: 434.261 ps
NAND-6731: 444.909 ps
NAND-6732: 444.909 ps
NAND-6733: 444.909 ps
NAND-6734: 434.261 ps
NAND-6735: 444.909 ps
NAND-6736: 444.909 ps
NAND-6741: 457.607 ps
NAND-6742: 457.607 ps
NAND-6743: 457.607 ps
NAND-6744: 457.607 ps
NAND-6751: 451.256 ps
NAND-6752: 451.256 ps
NAND-6753: 451.256 ps
NAND-6754: 451.256 ps
NAND-6755: 451.256 ps
NAND-6756: 451.256 ps
NAND-6757: 451.256 ps
NAND-6758: 451.256 ps
NOT-6761: 638.984 ps
AND-6762: 360.771 ps
AND-6766: 395.812 ps
AND-6767: 350.722 ps
AND-6768: 322.109 ps
AND-6769: 300.921 ps
AND-6770: 219 ps
AND-6771: 191.075 ps
AND-6772: 168.973 ps
AND-6773: 168.973 ps
AND-6774: 200.422 ps
AND-6775: 171.255 ps
AND-6776: 147.709 ps
AND-6777: 138.675 ps
AND-6778: 117.339 ps
AND-6779: 117.339 ps
AND-6780: 124.452 ps
AND-6781: 102.039 ps
AND-6782: 196.899 ps
AND-6783: 223.62 ps
AND-6784: 413.689 ps
AND-6787: 506.729 ps
AND-6788: 471.702 ps
AND-6789: 448.063 ps
AND-6790: 428.152 ps
AND-6791: 558.942 ps
AND-6792: 535.688 ps
AND-6793: 515.345 ps
AND-6794: 571.272 ps
AND-6795: 551.657 ps
AND-6796: 589.594 ps
NOT-6797: 393.543 ps
NOT-6800: 399.107 ps
NOT-6803: 409.41 ps
NOT-6806: 405.705 ps
NOT-6809: 398.621 ps
NOT-6812: 404.248 ps
BUFF-6815: 384.531 ps
BUFF-6818: 384.531 ps
BUFF-6821: 391.129 ps
BUFF-6824: 391.129 ps
BUFF-6827: 384.621 ps
BUFF-6830: 384.621 ps
AND-6833: 265.353 ps
AND-6836: 363.115 ps
AND-6837: 331.82 ps
AND-6838: 312.141 ps
AND-6839: 236.465 ps
AND-6840: 216.828 ps
AND-6841: 216.828 ps
AND-6842: 234.06 ps
AND-6843: 213.32 ps
AND-6844: 200.934 ps
AND-6845: 224.921 ps
AND-6848: 300.727 ps
AND-6849: 266.911 ps
AND-6850: 238.298 ps
AND-6851: 217.11 ps
AND-6852: 224.141 ps
AND-6853: 196.216 ps
AND-6854: 174.114 ps
AND-6855: 174.114 ps
AND-6856: 205.562 ps
AND-6857: 176.396 ps
AND-6858: 152.85 ps
AND-6859: 143.816 ps
AND-6860: 122.48 ps
AND-6861: 122.48 ps
AND-6862: 129.593 ps
AND-6863: 107.18 ps
AND-6864: 202.04 ps
AND-6865: 226.184 ps
AND-6866: 228.761 ps
AND-6867: 243.269 ps
AND-6870: 340.886 ps
AND-6871: 309.591 ps
AND-6872: 289.912 ps
AND-6873: 524.345 ps
AND-6874: 504.708 ps
AND-6875: 504.708 ps
AND-6876: 510.047 ps
AND-6877: 489.307 ps
AND-6878: 539.795 ps
AND-6879: 539.795 ps
AND-6880: 530.357 ps
AND-6881: 228.997 ps
AND-6884: 294.964 ps
AND-6885: 271.213 ps
AND-6886: 247.573 ps
AND-6887: 227.662 ps
AND-6888: 564.098 ps
AND-6889: 540.844 ps
AND-6890: 520.502 ps
AND-6891: 576.415 ps
AND-6892: 556.8 ps
AND-6893: 594.737 ps
NAND-6894: 225.015 ps
NAND-6901: 211.142 ps
NAND-6912: 211.142 ps
NAND-6923: 231.402 ps
NAND-6929: 175.943 ps
NAND-6936: 164.555 ps
NAND-6946: 160.791 ps
NAND-6957: 164.555 ps
NAND-6967: 213.376 ps
NOT-6968: 202.206 ps
NOT-6969: 604.108 ps
NAND-6970: 247.211 ps
NAND-6977: 198.029 ps
NAND-6988: 185.643 ps
NAND-6998: 180.299 ps
NAND-7006: 139.446 ps
NAND-7020: 86.8304 ps
NAND-7036: 96.306 ps
NAND-7049: 206.991 ps
NAND-7055: 108.692 ps
NOT-7056: 97.5212 ps
AND-7057: 387.167 ps
AND-7060: 475.645 ps
AND-7061: 458.214 ps
AND-7062: 440.783 ps
AND-7063: 374.356 ps
AND-7064: 434.709 ps
AND-7065: 416.153 ps
AND-7066: 397.596 ps
AND-7067: 379.159 ps
NAND-7068: 370.447 ps
NAND-7073: 374.285 ps
NAND-7077: 378.125 ps
NAND-7080: 323.61 ps
NAND-7086: 327.913 ps
NAND-7091: 332.16 ps
NAND-7095: 336.41 ps
NAND-7098: 382.116 ps
NAND-7099: 371.672 ps
AND-7100: 422.389 ps
AND-7103: 504.524 ps
AND-7104: 484.802 ps
AND-7105: 466.697 ps
AND-7106: 448.696 ps
NAND-7107: 241.925 ps
NAND-7114: 227.971 ps
NAND-7125: 227.971 ps
NAND-7136: 232.33 ps
NAND-7142: 192.589 ps
NAND-7149: 181.201 ps
NAND-7159: 177.437 ps
NAND-7170: 181.201 ps
NAND-7180: 218.271 ps
NOT-7187: 604.11 ps
NOT-7188: 410.595 ps
NOT-7191: 410.595 ps
NAND-7194: 378.271 ps
NAND-7198: 383.899 ps
NAND-7202: 369.322 ps
NAND-7205: 393.536 ps
NAND-7209: 383.899 ps
NAND-7213: 369.322 ps
BUFF-7216: 395.811 ps
BUFF-7219: 395.811 ps
NAND-7222: 264.009 ps
NAND-7229: 198.029 ps
NAND-7240: 185.643 ps
NAND-7250: 196.986 ps
NAND-7258: 139.446 ps
NAND-7272: 86.8304 ps
NAND-7288: 96.306 ps
NAND-7301: 206.991 ps
NAND-7307: 124.852 ps
NAND-7314: 396.596 ps
NAND-7318: 396.596 ps
NAND-7322: 382.02 ps
NOT-7325: 429.97 ps
NOT-7328: 426.679 ps
NAND-7331: 382.02 ps
NOT-7334: 410.595 ps
NOT-7337: 410.595 ps
BUFF-7340: 391.218 ps
BUFF-7343: 391.218 ps
NAND-7346: 365.614 ps
NAND-7351: 369.469 ps
NAND-7355: 373.326 ps
NAND-7358: 306.807 ps
NAND-7364: 311.11 ps
NAND-7369: 315.357 ps
NAND-7373: 319.607 ps
NAND-7376: 392.81 ps
NAND-7377: 392.455 ps
NOT-7378: 410.595 ps
NOT-7381: 410.595 ps
NOT-7384: 415.347 ps
NAND-7387: 390.245 ps
NAND-7391: 375.669 ps
NAND-7394: 390.245 ps
NAND-7398: 390.245 ps
NAND-7402: 375.669 ps
BUFF-7405: 396.018 ps
BUFF-7408: 396.018 ps
BUFF-7411: 641.599 ps
BUFF-7414: 640.566 ps
BUFF-7417: 638.129 ps
BUFF-7420: 636.028 ps
BUFF-7423: 639.131 ps
BUFF-7426: 636.508 ps
BUFF-7429: 646.695 ps
BUFF-7432: 632.988 ps
BUFF-7435: 630.887 ps
BUFF-7438: 633.99 ps
NAND-7441: 398.421 ps
NAND-7444: 408.628 ps
BUFF-7447: 353.131 ps
BUFF-7450: 387.543 ps
BUFF-7453: 452.061 ps
BUFF-7456: 469.413 ps
BUFF-7459: 519.733 ps
BUFF-7462: 508.033 ps
BUFF-7465: 341.461 ps
BUFF-7468: 375.872 ps
BUFF-7471: 440.391 ps
BUFF-7474: 457.743 ps
NOT-7477: 460.208 ps
NOT-7478: 449.537 ps
BUFF-7479: 344.661 ps
BUFF-7482: 389.153 ps
BUFF-7485: 442.176 ps
BUFF-7488: 476.368 ps
BUFF-7491: 344.661 ps
BUFF-7494: 389.153 ps
BUFF-7497: 442.176 ps
BUFF-7500: 476.368 ps
BUFF-7503: 358.209 ps
BUFF-7506: 392.684 ps
BUFF-7509: 445.927 ps
BUFF-7512: 474.554 ps
BUFF-7515: 524.874 ps
BUFF-7518: 513.174 ps
BUFF-7521: 346.538 ps
BUFF-7524: 381.013 ps
BUFF-7527: 434.257 ps
BUFF-7530: 462.884 ps
BUFF-7533: 594.247 ps
BUFF-7536: 580.948 ps
BUFF-7539: 584.023 ps
BUFF-7542: 571.524 ps
BUFF-7545: 572.997 ps
BUFF-7548: 584.671 ps
NOT-7551: 274.561 ps
NOT-7552: 241.28 ps
BUFF-7553: 193.185 ps
NOT-7556: 466.805 ps
NOT-7557: 466.805 ps
NOT-7558: 487.689 ps
NOT-7559: 487.689 ps
NAND-7560: 444.909 ps
NAND-7563: 434.261 ps
NAND-7566: 444.909 ps
NAND-7569: 434.261 ps
NOT-7572: 274.561 ps
NOT-7573: 221.278 ps
NAND-7574: 457.607 ps
NAND-7577: 457.607 ps
NOT-7580: 471.605 ps
NOT-7581: 471.605 ps
NAND-7582: 451.256 ps
NAND-7585: 451.256 ps
NAND-7588: 451.256 ps
NAND-7591: 451.256 ps
OR-7609: 300.921 ps
OR-7613: 196.899 ps
OR-7620: 428.152 ps
OR-7649: 312.141 ps
OR-7650: 200.934 ps
OR-7655: 217.11 ps
OR-7659: 202.04 ps
OR-7668: 289.912 ps
OR-7671: 227.662 ps
NAND-7744: 202.206 ps
NAND-7822: 97.5212 ps
OR-7825: 440.783 ps
OR-7826: 379.159 ps
OR-7852: 448.696 ps
OR-8114: 117.339 ps
OR-8117: 168.973 ps
NOR-8131: 102.039 ps
NOR-8134: 147.709 ps
NAND-8144: 460.208 ps
NAND-8145: 449.537 ps
OR-8146: 216.828 ps
NOR-8156: 213.32 ps
OR-8166: 122.48 ps
OR-8169: 174.114 ps
NOR-8183: 107.18 ps
NOR-8186: 152.85 ps
OR-8196: 504.708 ps
NOR-8200: 489.307 ps
OR-8204: 539.795 ps
NOR-8208: 530.357 ps
NAND-8216: 466.805 ps
NAND-8217: 466.805 ps
NAND-8218: 487.689 ps
NAND-8219: 487.689 ps
NAND-8232: 471.605 ps
NAND-8233: 471.605 ps
NOT-8242: 641.599 ps
NOT-8243: 640.566 ps
NOT-8244: 638.129 ps
NOT-8245: 636.028 ps
NOT-8246: 639.131 ps
NOT-8247: 636.508 ps
NOT-8248: 646.695 ps
NOT-8249: 632.988 ps
NOT-8250: 630.887 ps
NOT-8251: 633.99 ps
NOT-8252: 623.708 ps
NOT-8253: 623.705 ps
NOT-8254: 360.771 ps
NOT-8260: 519.733 ps
NOT-8261: 508.033 ps
AND-8262: 373.88 ps
AND-8269: 413.689 ps
NOT-8274: 384.531 ps
NOT-8275: 384.531 ps
NOT-8276: 391.129 ps
NOT-8277: 391.129 ps
NOT-8278: 384.621 ps
NOT-8279: 384.621 ps
AND-8280: 392.809 ps
AND-8281: 392.809 ps
AND-8282: 399.407 ps
AND-8283: 399.407 ps
AND-8284: 392.899 ps
AND-8285: 392.899 ps
NOT-8288: 379.407 ps
NOT-8294: 476.368 ps
NOT-8295: 476.368 ps
NOT-8296: 524.874 ps
NOT-8297: 513.174 ps
AND-8298: 224.921 ps
AND-8307: 228.997 ps
NOT-8315: 594.247 ps
NOT-8317: 580.948 ps
NOT-8319: 584.023 ps
NOT-8321: 571.524 ps
NAND-8322: 584.175 ps
NOT-8323: 572.997 ps
NAND-8324: 595.873 ps
NOT-8325: 584.671 ps
NAND-8326: 202.206 ps
AND-8333: 226.997 ps
AND-8337: 262.016 ps
AND-8338: 230.773 ps
AND-8339: 211.142 ps
AND-8340: 509.043 ps
AND-8341: 489.407 ps
AND-8342: 489.407 ps
AND-8343: 494.747 ps
AND-8344: 474.007 ps
AND-8345: 524.493 ps
AND-8346: 524.493 ps
AND-8347: 515.057 ps
AND-8348: 233.144 ps
AND-8349: 204.342 ps
AND-8350: 180.702 ps
AND-8351: 160.791 ps
AND-8352: 543.761 ps
AND-8353: 520.508 ps
AND-8354: 500.165 ps
AND-8355: 556.068 ps
AND-8356: 536.453 ps
AND-8357: 574.39 ps
NAND-8358: 97.5212 ps
AND-8365: 249.064 ps
AND-8369: 284.212 ps
AND-8370: 252.968 ps
AND-8371: 233.338 ps
AND-8372: 221.173 ps
AND-8373: 201.537 ps
AND-8374: 201.537 ps
AND-8375: 218.769 ps
AND-8376: 198.029 ps
AND-8377: 185.643 ps
AND-8378: 238.874 ps
AND-8379: 200.008 ps
AND-8380: 171.395 ps
AND-8381: 150.206 ps
AND-8382: 203.799 ps
AND-8383: 175.874 ps
AND-8384: 153.771 ps
AND-8385: 185.213 ps
AND-8386: 156.047 ps
AND-8387: 132.5 ps
AND-8388: 123.471 ps
AND-8389: 102.134 ps
AND-8390: 109.244 ps
AND-8391: 86.8304 ps
AND-8392: 181.69 ps
AND-8393: 210.893 ps
AND-8394: 374.356 ps
AND-8404: 379.159 ps
AND-8405: 370.447 ps
AND-8409: 417.186 ps
AND-8410: 399.801 ps
AND-8411: 382.416 ps
AND-8412: 354.536 ps
AND-8415: 379.064 ps
AND-8416: 360.543 ps
AND-8417: 342.021 ps
AND-8418: 323.61 ps
AND-8421: 422.389 ps
AND-8430: 227.971 ps
AND-8433: 295.724 ps
AND-8434: 264.429 ps
AND-8435: 244.75 ps
AND-8436: 509.047 ps
AND-8437: 489.41 ps
AND-8438: 489.41 ps
AND-8439: 494.749 ps
AND-8440: 474.009 ps
AND-8441: 524.497 ps
AND-8442: 524.497 ps
AND-8443: 515.059 ps
AND-8444: 208.647 ps
AND-8447: 249.791 ps
AND-8448: 220.988 ps
AND-8449: 197.349 ps
AND-8450: 177.437 ps
AND-8451: 543.762 ps
AND-8452: 520.508 ps
AND-8453: 500.165 ps
AND-8454: 556.068 ps
AND-8455: 536.453 ps
AND-8456: 574.39 ps
NOT-8457: 378.271 ps
NOT-8460: 383.899 ps
NOT-8463: 393.536 ps
NOT-8466: 383.899 ps
NOT-8469: 395.811 ps
NOT-8470: 395.811 ps
BUFF-8471: 369.322 ps
BUFF-8474: 369.322 ps
BUFF-8477: 369.322 ps
BUFF-8480: 369.322 ps
AND-8483: 404.09 ps
AND-8484: 404.09 ps
AND-8485: 250.055 ps
AND-8488: 317.961 ps
AND-8489: 286.666 ps
AND-8490: 266.988 ps
AND-8491: 221.173 ps
AND-8492: 201.537 ps
AND-8493: 201.537 ps
AND-8494: 218.769 ps
AND-8495: 198.029 ps
AND-8496: 185.643 ps
AND-8497: 204.572 ps
AND-8500: 255.562 ps
AND-8501: 216.696 ps
AND-8502: 188.082 ps
AND-8503: 166.894 ps
AND-8504: 203.792 ps
AND-8505: 175.867 ps
AND-8506: 153.765 ps
AND-8507: 153.765 ps
AND-8508: 185.213 ps
AND-8509: 156.047 ps
AND-8510: 132.5 ps
AND-8511: 123.466 ps
AND-8512: 102.13 ps
AND-8513: 102.13 ps
AND-8514: 109.244 ps
AND-8515: 86.8304 ps
AND-8516: 181.69 ps
AND-8517: 210.893 ps
AND-8518: 208.412 ps
NOT-8519: 396.596 ps
NOT-8522: 396.596 ps
BUFF-8525: 382.02 ps
BUFF-8528: 382.02 ps
BUFF-8531: 382.02 ps
BUFF-8534: 382.02 ps
NOT-8537: 391.218 ps
NOT-8538: 391.218 ps
AND-8539: 399.497 ps
AND-8540: 399.497 ps
AND-8541: 381.141 ps
AND-8545: 400.383 ps
AND-8546: 382.999 ps
AND-8547: 365.614 ps
AND-8548: 366.406 ps
AND-8551: 362.262 ps
AND-8552: 343.74 ps
AND-8553: 325.219 ps
AND-8554: 306.807 ps
NOT-8555: 390.245 ps
NOT-8558: 390.245 ps
NOT-8561: 390.245 ps
NOT-8564: 396.018 ps
NOT-8565: 396.018 ps
BUFF-8566: 375.669 ps
BUFF-8569: 375.669 ps
BUFF-8572: 375.669 ps
BUFF-8575: 375.669 ps
AND-8578: 404.297 ps
AND-8579: 404.297 ps
BUFF-8580: 621.261 ps
BUFF-8583: 625.271 ps
BUFF-8586: 617.78 ps
BUFF-8589: 615.679 ps
BUFF-8592: 618.781 ps
BUFF-8595: 625.271 ps
BUFF-8598: 617.78 ps
BUFF-8601: 615.679 ps
BUFF-8604: 618.781 ps
NOT-8607: 398.421 ps
NAND-8608: 409.607 ps
NOT-8609: 408.628 ps
NAND-8610: 419.813 ps
NOT-8615: 353.131 ps
NOT-8616: 387.543 ps
NOT-8617: 452.061 ps
NOT-8618: 469.413 ps
NOT-8619: 457.743 ps
NOT-8624: 341.461 ps
NOT-8625: 375.872 ps
NOT-8626: 440.391 ps
NAND-8627: 449.537 ps
NOT-8632: 344.661 ps
NOT-8633: 389.153 ps
NOT-8634: 442.176 ps
NOT-8637: 344.661 ps
NOT-8638: 389.153 ps
NOT-8639: 442.176 ps
NOT-8644: 358.209 ps
NOT-8645: 392.684 ps
NOT-8646: 445.927 ps
NOT-8647: 474.554 ps
NOT-8648: 462.884 ps
NOT-8653: 346.538 ps
NOT-8654: 381.013 ps
NOT-8655: 434.257 ps
BUFF-8660: 578.946 ps
BUFF-8663: 565.648 ps
BUFF-8666: 568.721 ps
BUFF-8669: 556.224 ps
BUFF-8672: 557.695 ps
BUFF-8675: 569.37 ps
BUFF-8678: 329.392 ps
BUFF-8681: 373.862 ps
BUFF-8684: 426.885 ps
BUFF-8687: 461.077 ps
BUFF-8690: 329.392 ps
BUFF-8693: 373.862 ps
BUFF-8696: 426.885 ps
BUFF-8699: 461.077 ps
BUFF-8702: 372.334 ps
BUFF-8705: 430.629 ps
BUFF-8708: 454.205 ps
BUFF-8711: 504.524 ps
BUFF-8714: 492.824 ps
NOT-8717: 193.185 ps
BUFF-8718: 360.664 ps
BUFF-8721: 418.959 ps
BUFF-8724: 442.534 ps
NAND-8727: 466.805 ps
NAND-8730: 487.689 ps
NOT-8733: 457.607 ps
NOT-8734: 457.607 ps
BUFF-8735: 578.949 ps
BUFF-8738: 565.65 ps
BUFF-8741: 568.725 ps
BUFF-8744: 556.226 ps
BUFF-8747: 557.699 ps
BUFF-8750: 569.372 ps
NOT-8753: 444.909 ps
NOT-8754: 434.261 ps
NOT-8755: 444.909 ps
NOT-8756: 434.261 ps
BUFF-8757: 329.392 ps
BUFF-8760: 373.862 ps
BUFF-8763: 426.885 ps
BUFF-8766: 461.077 ps
BUFF-8769: 329.392 ps
BUFF-8772: 373.862 ps
BUFF-8775: 426.885 ps
BUFF-8778: 461.077 ps
BUFF-8781: 337.859 ps
BUFF-8784: 372.334 ps
BUFF-8787: 430.629 ps
BUFF-8790: 454.205 ps
BUFF-8793: 504.524 ps
BUFF-8796: 492.824 ps
BUFF-8799: 326.189 ps
BUFF-8802: 360.664 ps
BUFF-8805: 418.959 ps
BUFF-8808: 442.534 ps
NAND-8811: 471.605 ps
NOT-8814: 451.256 ps
NOT-8815: 451.256 ps
NOT-8816: 451.256 ps
NOT-8817: 451.256 ps
AND-8818: 428.152 ps
AND-8840: 395.365 ps
NOT-8857: 300.921 ps
AND-8861: 384.531 ps
AND-8862: 384.531 ps
AND-8863: 391.129 ps
AND-8864: 391.129 ps
AND-8865: 384.621 ps
AND-8866: 384.621 ps
NOT-8871: 309.764 ps
AND-8874: 217.11 ps
AND-8878: 227.662 ps
NOT-8879: 504.708 ps
NAND-8880: 516.009 ps
NOT-8881: 489.307 ps
NAND-8882: 500.225 ps
NOT-8883: 539.795 ps
NAND-8884: 551.119 ps
NOT-8885: 530.357 ps
NAND-8886: 541.526 ps
NAND-8887: 572.997 ps
NAND-8888: 584.671 ps
OR-8898: 211.142 ps
OR-8902: 160.791 ps
OR-8920: 233.338 ps
OR-8924: 185.643 ps
OR-8927: 150.206 ps
OR-8931: 181.69 ps
OR-8943: 379.159 ps
OR-8950: 382.416 ps
OR-8956: 323.61 ps
NOT-8959: 471.296 ps
AND-8960: 448.696 ps
OR-8963: 244.75 ps
OR-8966: 177.437 ps
AND-8991: 395.811 ps
AND-8992: 395.811 ps
OR-8995: 266.988 ps
OR-8996: 185.643 ps
OR-9001: 166.894 ps
OR-9005: 181.69 ps
AND-9024: 391.218 ps
AND-9025: 391.218 ps
OR-9029: 365.614 ps
OR-9035: 306.807 ps
AND-9053: 396.018 ps
AND-9054: 396.018 ps
NAND-9064: 398.421 ps
NAND-9065: 408.628 ps
NOT-9066: 117.339 ps
NAND-9067: 128.513 ps
OR-9068: 198.369 ps
NOT-9071: 168.973 ps
NOT-9072: 102.039 ps
NAND-9073: 112.887 ps
NOT-9074: 196.899 ps
NOT-9077: 147.709 ps
OR-9079: 200.934 ps
NOT-9082: 216.828 ps
NOT-9083: 211.14 ps
NOT-9086: 213.32 ps
NOT-9087: 122.48 ps
NAND-9088: 133.654 ps
OR-9089: 203.51 ps
NOT-9092: 174.114 ps
NOT-9093: 107.18 ps
NAND-9094: 118.028 ps
NOT-9095: 202.04 ps
NOT-9098: 152.85 ps
OR-9099: 489.407 ps
NOR-9103: 474.007 ps
OR-9107: 524.493 ps
NOR-9111: 515.057 ps
OR-9117: 201.537 ps
NOR-9127: 198.029 ps
NOR-9146: 86.8304 ps
NOR-9149: 132.5 ps
NAND-9159: 457.607 ps
NAND-9160: 457.607 ps
OR-9161: 489.41 ps
NOR-9165: 474.009 ps
OR-9169: 524.497 ps
NOR-9173: 515.059 ps
NAND-9179: 444.909 ps
NAND-9180: 434.261 ps
NAND-9181: 444.909 ps
NAND-9182: 434.261 ps
OR-9183: 201.537 ps
NOR-9193: 198.029 ps
OR-9203: 102.13 ps
OR-9206: 153.765 ps
NOR-9220: 86.8304 ps
NOR-9223: 132.5 ps
NAND-9234: 451.256 ps
NAND-9235: 451.256 ps
NAND-9236: 451.256 ps
NAND-9237: 451.256 ps
OR-9238: 428.152 ps
OR-9242: 395.365 ps
NAND-9243: 584.671 ps
NOT-9244: 621.261 ps
NOT-9245: 625.271 ps
NOT-9246: 617.78 ps
NOT-9247: 615.679 ps
NOT-9248: 618.781 ps
NOT-9249: 625.271 ps
NOT-9250: 617.78 ps
NOT-9251: 615.679 ps
NOT-9252: 618.781 ps
NOR-9256: 384.531 ps
NOR-9257: 384.531 ps
NOR-9258: 391.129 ps
NOR-9259: 391.129 ps
NOR-9260: 384.621 ps
NOR-9261: 384.621 ps
NOT-9262: 449.537 ps
OR-9265: 217.11 ps
OR-9268: 227.662 ps
NAND-9271: 504.708 ps
NAND-9272: 489.307 ps
NAND-9273: 539.795 ps
NAND-9274: 530.357 ps
NAND-9275: 572.997 ps
NOT-9276: 315.825 ps
AND-9280: 202.206 ps
AND-9285: 462.034 ps
AND-9286: 497.426 ps
AND-9287: 531.758 ps
AND-9288: 565.431 ps
NOT-9290: 578.946 ps
NOT-9292: 565.648 ps
NOT-9294: 568.721 ps
NOT-9296: 556.224 ps
NAND-9297: 568.874 ps
