Circuit delay: 2230 ps

Gate slacks:
NAND-U10547: 1071.64 ps
NAND-U10548: 1071.64 ps
NAND-U10549: 1229.12 ps
NAND-U10550: 1082.31 ps
NAND-U10551: 1286.46 ps
NAND-U10552: 316.693 ps
NAND-U10553: 308.341 ps
NAND-U10554: 484.693 ps
NAND-U10555: 308.341 ps
NOT-U10556: 670.627 ps
NAND-U10557: 1138.6 ps
NAND-U10558: 1138.6 ps
NAND-U10559: 308.116 ps
NAND-U10560: 697.34 ps
NAND-U10561: 969.669 ps
NAND-U10562: 771.991 ps
NAND-U10563: 952.708 ps
NAND-U10564: 771.991 ps
NAND-U10565: 771.991 ps
NAND-U10566: 771.991 ps
NAND-U10567: 952.708 ps
NAND-U10568: 815.717 ps
NAND-U10569: 797.901 ps
NAND-U10570: 815.735 ps
NAND-U10571: 791.089 ps
NAND-U10572: 815.735 ps
NAND-U10573: 797.901 ps
NAND-U10574: 815.735 ps
NAND-U10575: 791.089 ps
NAND-U10576: 970.019 ps
NAND-U10577: 673.554 ps
NAND-U10578: 771.991 ps
NAND-U10579: 570.425 ps
NAND-U10580: 969.692 ps
NAND-U10581: 275.238 ps
NAND-U10582: 1149.48 ps
NAND-U10583: 678.256 ps
NAND-U10584: 628.811 ps
NAND-U10585: 670.627 ps
NAND-U10586: 624.261 ps
NAND-U10587: 294.805 ps
NAND-U10588: 275.238 ps
NAND-U10589: 275.238 ps
NAND-U10590: 989.087 ps
NAND-U10591: 791.41 ps
NAND-U10592: 972.126 ps
NAND-U10593: 791.41 ps
NAND-U10594: 791.41 ps
NAND-U10595: 791.41 ps
NAND-U10596: 972.126 ps
NAND-U10597: 835.135 ps
NAND-U10598: 817.319 ps
NAND-U10599: 835.153 ps
NAND-U10600: 810.507 ps
NAND-U10601: 835.153 ps
NAND-U10602: 817.319 ps
NAND-U10603: 835.153 ps
NAND-U10604: 810.507 ps
NAND-U10605: 989.438 ps
NOT-U10606: 1091.82 ps
NAND-U10607: 1159.38 ps
NAND-U10608: 686.886 ps
NAND-U10609: 791.41 ps
NAND-U10610: 944.975 ps
NAND-U10611: 583.201 ps
NAND-U10612: 935.797 ps
NAND-U10613: 326.8 ps
NAND-U10614: 637.818 ps
NOT-U10615: 1506.67 ps
NAND-U10616: 1328.88 ps
NOT-U10617: 958.285 ps
NOT-U10618: 978.408 ps
NOT-U10619: 973.525 ps
NOT-U10620: 958.285 ps
NAND-U10621: 722.526 ps
NOT-U10622: 722.526 ps
NOT-U10623: 731.596 ps
NOT-U10624: 1055.79 ps
NOT-U10625: 1470.97 ps
NAND-U10626: 1615.57 ps
NAND-U10627: 1615.57 ps
NAND-U10628: 1097.33 ps
NAND-U10629: 570.872 ps
NAND-U10630: 1228.33 ps
NOT-U10631: 576.921 ps
NAND-U10632: 525.949 ps
NAND-U10633: 525.949 ps
NAND-U10634: 525.949 ps
NAND-U10635: 846.591 ps
NAND-U10636: 728.648 ps
NAND-U10637: 895.473 ps
NOT-U10638: 904.939 ps
NAND-U10639: 850.989 ps
NAND-U10640: 737.277 ps
NOT-U10641: 737.277 ps
NAND-U10642: 737.277 ps
NAND-U10643: 841.952 ps
NAND-U10644: 728.648 ps
NAND-U10645: 867.738 ps
NAND-U10646: 754.619 ps
NAND-U10647: 732.058 ps
NAND-U10648: 732.058 ps
NAND-U10649: 728.648 ps
NAND-U10650: 881.819 ps
NAND-U10651: 768.515 ps
NAND-U10652: 930.872 ps
NAND-U10653: 817.569 ps
NAND-U10654: 1058.47 ps
OR-U10655: 1561.81 ps
NOT-U10656: 1305.81 ps
NOT-U10657: 1081.1 ps
NOT-U10658: 1041.55 ps
NAND-U10659: 1267.05 ps
NAND-U10660: 981.528 ps
NAND-U10661: 868.225 ps
NAND-U10662: 937.116 ps
NAND-U10663: 823.812 ps
NAND-U10664: 1184.42 ps
NAND-U10665: 1161.35 ps
NAND-U10666: 1632.63 ps
NAND-U10667: 1240.67 ps
NAND-U10668: 1407.59 ps
NAND-U10669: 1655.92 ps
NAND-U10670: 449.688 ps
NAND-U10671: 1002.3 ps
NAND-U10672: 804.62 ps
NAND-U10673: 985.336 ps
NAND-U10674: 804.62 ps
NAND-U10675: 804.62 ps
NAND-U10676: 804.62 ps
NAND-U10677: 985.336 ps
NAND-U10678: 848.346 ps
NAND-U10679: 830.529 ps
NAND-U10680: 848.363 ps
NAND-U10681: 823.717 ps
NAND-U10682: 848.363 ps
NAND-U10683: 830.529 ps
NAND-U10684: 848.363 ps
NAND-U10685: 823.717 ps
NAND-U10686: 1002.65 ps
NAND-U10687: 721.687 ps
NAND-U10688: 804.62 ps
NAND-U10689: 618.435 ps
NAND-U10690: 783.198 ps
NAND-U10691: 666.108 ps
NAND-U10692: 666.108 ps
NOT-U10693: 702.659 ps
NAND-U10694: 349.074 ps
NOT-U10695: 614.677 ps
NAND-U10696: 279.904 ps
NAND-U10697: 1187.87 ps
NAND-U10698: 1603.23 ps
NAND-U10699: 1351.44 ps
NAND-U10700: 898.885 ps
NAND-U10701: 1470.97 ps
NAND-U10702: 1055.79 ps
NAND-U10703: 1180.09 ps
NAND-U10704: 1224.24 ps
NAND-U10705: 1095.24 ps
NAND-U10706: 1254.06 ps
NAND-U10707: 1058.84 ps
NAND-U10708: 513.729 ps
NAND-U10709: 1183.15 ps
NAND-U10710: 431.73 ps
NAND-U10711: 1181.46 ps
NAND-U10712: 1349.91 ps
NAND-U10713: 1305.77 ps
NAND-U10714: 1596.65 ps
NAND-U10715: 615.946 ps
NOT-U10716: 577.099 ps
NAND-U10717: 1161.61 ps
NAND-U10718: 1048.3 ps
NAND-U10719: 1149.76 ps
NAND-U10720: 1036.46 ps
NAND-U10721: 1149.76 ps
NAND-U10722: 1036.46 ps
NAND-U10723: 1149.76 ps
NAND-U10724: 1036.46 ps
NAND-U10725: 1121.68 ps
NAND-U10726: 1008.38 ps
NAND-U10727: 1093.65 ps
NAND-U10728: 980.346 ps
NAND-U10729: 1065.62 ps
NAND-U10730: 952.318 ps
NAND-U10731: 1037.59 ps
NAND-U10732: 924.29 ps
NAND-U10733: 1009.57 ps
NAND-U10734: 896.263 ps
NOT-U10735: 848.181 ps
NAND-U10736: 1516.99 ps
NAND-U10737: 1687.62 ps
NAND-U10738: 1813.03 ps
NOT-U10739: 2111.49 ps
NOT-U10740: 967.203 ps
NAND-U10741: 1682.99 ps
NOT-U10742: 1303.23 ps
NOT-U10743: 2082.28 ps
NAND-U10744: 1211.91 ps
NOT-U10745: 1046.7 ps
NAND-U10746: 1131.29 ps
NAND-U10747: 1436.58 ps
NAND-U10748: 1205.22 ps
NOT-U10749: 1347.44 ps
NOT-U10750: 969.491 ps
NAND-U10751: 1210.51 ps
NAND-U10752: 1376.79 ps
NAND-U10753: 1263.15 ps
NAND-U10754: 1349.09 ps
NAND-U10755: 1235.79 ps
NAND-U10756: 1341.01 ps
NAND-U10757: 1227.7 ps
NAND-U10758: 1306.56 ps
NAND-U10759: 1193.26 ps
NAND-U10760: 1295.65 ps
NAND-U10761: 1182.35 ps
NAND-U10762: 1261.2 ps
NAND-U10763: 1147.9 ps
NAND-U10764: 1228.42 ps
NAND-U10765: 1115.11 ps
NAND-U10766: 1231.58 ps
NAND-U10767: 1118.27 ps
NAND-U10768: 1161.27 ps
NAND-U10769: 1047.96 ps
NAND-U10770: 1161.21 ps
NAND-U10771: 1047.91 ps
NAND-U10772: 1161.27 ps
NAND-U10773: 1047.96 ps
NAND-U10774: 1164.35 ps
NAND-U10775: 1051.04 ps
NAND-U10776: 1394.84 ps
NAND-U10777: 1281.54 ps
NAND-U10778: 1401.68 ps
NAND-U10779: 1288.38 ps
NAND-U10780: 1466.88 ps
NAND-U10781: 1353.57 ps
NAND-U10782: 820.548 ps
NAND-U10783: 1266.61 ps
NAND-U10784: 1681.97 ps
NAND-U10785: 1392.97 ps
NAND-U10786: 1439.02 ps
NAND-U10787: 1421 ps
NAND-U10788: 1664.8 ps
NAND-U10789: 803.372 ps
NAND-U10790: 1249.44 ps
NAND-U10791: 1421 ps
NAND-U10792: 1436.92 ps
NAND-U10793: 1211.13 ps
NAND-U10794: 1378.06 ps
NAND-U10795: 1626.38 ps
NAND-U10796: 1212.04 ps
NAND-U10797: 1627.34 ps
NAND-U10798: 1377.57 ps
NAND-U10799: 1584.74 ps
NAND-U10800: 1263.16 ps
NAND-U10801: 1434.01 ps
NAND-U10802: 1678.27 ps
NAND-U10803: 1235.38 ps
NAND-U10804: 1650.64 ps
NAND-U10805: 1402.31 ps
NAND-U10806: 1310.48 ps
NAND-U10807: 1724.38 ps
NAND-U10808: 1947.19 ps
NAND-U10809: 857.056 ps
NAND-U10810: 1399.33 ps
NAND-U10811: 1232.2 ps
NAND-U10812: 1184.42 ps
NAND-U10813: 1106.01 ps
NAND-U10814: 1462.38 ps
NOT-U10815: 1120.21 ps
NOT-U10816: 1018.02 ps
NOT-U10817: 1713.71 ps
NAND-U10818: 1233.62 ps
NAND-U10819: 1146.72 ps
NAND-U10820: 849.717 ps
NAND-U10821: 849.717 ps
NAND-U10822: 734.247 ps
OR-U10823: 1600.57 ps
NAND-U10824: 1169.77 ps
NOT-U10825: 728.73 ps
NAND-U10826: 729.24 ps
NAND-U10827: 679.218 ps
NAND-U10828: 712.853 ps
NAND-U10829: 712.853 ps
NAND-U10830: 1251.47 ps
NAND-U10831: 1251.47 ps
NOT-U10832: 876.163 ps
NAND-U10833: 1417.27 ps
NAND-U10834: 900.411 ps
NAND-U10835: 1423.34 ps
NAND-U10836: 1206.87 ps
NAND-U10837: 1373.8 ps
NAND-U10838: 1622.13 ps
NOT-U10839: 764.848 ps
NAND-U10840: 1106.36 ps
NAND-U10841: 1366.35 ps
NOT-U10842: 1366.35 ps
NAND-U10843: 1467.16 ps
NAND-U10844: 830.781 ps
NAND-U10845: 830.781 ps
NAND-U10846: 1139.74 ps
NAND-U10847: 1033.11 ps
NAND-U10848: 809.957 ps
NAND-U10849: 818.828 ps
NAND-U10850: 809.957 ps
NAND-U10851: 809.957 ps
NAND-U10852: 329.804 ps
NOT-U10853: 329.804 ps
NAND-U10854: 1096.16 ps
NAND-U10855: 1096.16 ps
NAND-U10856: 1116.16 ps
NAND-U10857: 242.967 ps
NAND-U10858: 289.53 ps
NAND-U10859: 230.871 ps
NAND-U10860: 223 ps
NAND-U10861: 615.822 ps
NAND-U10862: 584.986 ps
NAND-U10863: 458.431 ps
NAND-U10864: 329.804 ps
NOT-U10865: 867.738 ps
NOT-U10866: 900.827 ps
NOT-U10867: 899.267 ps
NOT-U10868: 958.235 ps
NOT-U10869: 891.834 ps
NAND-U10870: 449.688 ps
NAND-U10871: 464.731 ps
NAND-U10872: 449.688 ps
NAND-U10873: 226.013 ps
NAND-U10874: 226.013 ps
NAND-U10875: 446.42 ps
NOT-U10876: 408.267 ps
NAND-U10877: 494.225 ps
NOT-U10878: 408.267 ps
NAND-U10879: 453.227 ps
NAND-U10880: 1962.64 ps
NAND-U10881: 326.235 ps
NAND-U10882: 334.971 ps
NAND-U10883: 340.788 ps
NAND-U10884: 348.779 ps
NAND-U10885: 344.058 ps
NAND-U10886: 334.466 ps
NAND-U10887: 386.187 ps
NAND-U10888: 300.24 ps
NAND-U10889: 442.68 ps
NAND-U10890: 321.774 ps
NAND-U10891: 290.402 ps
NAND-U10892: 333.144 ps
NAND-U10893: 327.088 ps
NAND-U10894: 373.537 ps
NAND-U10895: 439.205 ps
NAND-U10896: 333.745 ps
NAND-U10897: 333.745 ps
NAND-U10898: 345.198 ps
NOT-U10899: 534.239 ps
NAND-U10900: 415.845 ps
NAND-U10901: 357.691 ps
NAND-U10902: 357.691 ps
NAND-U10903: 357.691 ps
NAND-U10904: 443.225 ps
NAND-U10905: 315.085 ps
NAND-U10906: 349.703 ps
NOT-U10907: 559.695 ps
NAND-U10908: 405.051 ps
NAND-U10909: 403.095 ps
NOT-U10910: 405.085 ps
NAND-U10911: 379.546 ps
NAND-U10912: 379.546 ps
NAND-U10913: 393.209 ps
NOT-U10914: 2097.42 ps
NAND-U10915: 263.27 ps
NAND-U10916: 2097.42 ps
NAND-U10917: 503.96 ps
NOT-U10918: 453.227 ps
NAND-U10919: 266.597 ps
NAND-U10920: 946.621 ps
NAND-U10921: 796.89 ps
NAND-U10922: 1315.12 ps
NAND-U10923: 1408.17 ps
NAND-U10924: 1823.28 ps
NAND-U10925: 797.932 ps
NAND-U10926: 791.404 ps
NAND-U10927: 1289.77 ps
NAND-U10928: 1266.57 ps
NAND-U10929: 1705.17 ps
NOT-U10930: 487.309 ps
NAND-U10931: 1269.29 ps
NAND-U10932: 1276.93 ps
NAND-U10933: 1684.8 ps
NOT-U10934: 487.618 ps
NAND-U10935: 1315.87 ps
NAND-U10936: 1315.87 ps
NAND-U10937: 807.133 ps
NAND-U10938: 807.133 ps
NAND-U10939: 1284.27 ps
NAND-U10940: 1276.57 ps
NAND-U10941: 1691.93 ps
NOT-U10942: 807.133 ps
NAND-U10943: 496.025 ps
NOT-U10944: 464.377 ps
NOT-U10945: 245.166 ps
NOT-U10946: 438.922 ps
NOT-U10947: 443.057 ps
NOT-U10948: 245.16 ps
NAND-U10949: 806.528 ps
NAND-U10950: 1274.31 ps
NAND-U10951: 1689.67 ps
NAND-U10952: 1299.97 ps
NOT-U10953: 806.528 ps
NAND-U10954: 1292.35 ps
NAND-U10955: 1485.49 ps
NAND-U10956: 805.731 ps
NAND-U10957: 1251.8 ps
NAND-U10958: 1275.97 ps
NAND-U10959: 1667.16 ps
NOT-U10960: 805.731 ps
NAND-U10961: 1510.73 ps
NAND-U10962: 830.976 ps
NAND-U10963: 1277.77 ps
NAND-U10964: 1341.53 ps
NAND-U10965: 1693.09 ps
NAND-U10966: 856.665 ps
NAND-U10967: 854.405 ps
NAND-U10968: 431.152 ps
NAND-U10969: 362.199 ps
NAND-U10970: 226.013 ps
NAND-U10971: 438.292 ps
NOT-U10972: 605.467 ps
NOT-U10973: 602.764 ps
NOT-U10974: 597.136 ps
NAND-U10975: 290.852 ps
NOT-U10976: 621.341 ps
NAND-U10977: 381.362 ps
NAND-U10978: 503.161 ps
NAND-U10979: 1316.48 ps
NAND-U10980: 1731.84 ps
NOT-U10981: 764.848 ps
NAND-U10982: 408.267 ps
NAND-U10983: 408.267 ps
NAND-U10984: 801.677 ps
NAND-U10985: 1431.85 ps
NAND-U10986: 1846.96 ps
NAND-U10987: 432.44 ps
NAND-U10988: 629.356 ps
NOT-U10989: 498.4 ps
NAND-U10990: 1058.99 ps
NAND-U10991: 566.663 ps
NAND-U10992: 345.314 ps
NAND-U10993: 411.458 ps
NAND-U10994: 411.458 ps
NAND-U10995: 285.307 ps
NAND-U10996: 259.372 ps
NAND-U10997: 259.372 ps
NAND-U10998: 1060.97 ps
NAND-U10999: 1045.07 ps
NAND-U11000: 285.307 ps
NAND-U11001: 1081.55 ps
NAND-U11002: 895.134 ps
NAND-U11003: 1546.39 ps
NAND-U11004: 1432.67 ps
NAND-U11005: 1432.67 ps
NOT-U11006: 728.648 ps
NAND-U11007: 749.236 ps
NAND-U11008: 1437.01 ps
NAND-U11009: 749.236 ps
NAND-U11010: 286.461 ps
NAND-U11011: 758.03 ps
OR-U11012: 1264.26 ps
NAND-U11013: 1036.6 ps
NAND-U11014: 1046.18 ps
NAND-U11015: 976.101 ps
NAND-U11016: 787.781 ps
NAND-U11017: 740.497 ps
NAND-U11018: 740.497 ps
NAND-U11019: 746.712 ps
NAND-U11020: 1044.53 ps
NAND-U11021: 974.451 ps
NAND-U11022: 786.131 ps
NAND-U11023: 795.128 ps
NAND-U11024: 826.856 ps
NAND-U11025: 289.199 ps
NAND-U11026: 1085.41 ps
NAND-U11027: 1015.4 ps
NAND-U11028: 510.192 ps
NAND-U11029: 966.441 ps
NAND-U11030: 794.055 ps
NAND-U11031: 966.441 ps
NAND-U11032: 282.286 ps
NAND-U11033: 1081.17 ps
OR-U11034: 1113.72 ps
NAND-U11035: 822.773 ps
NAND-U11036: 245.16 ps
NOT-U11037: 307.975 ps
NAND-U11038: 307.975 ps
NAND-U11039: 307.975 ps
NAND-U11040: 855.939 ps
NAND-U11041: 881.262 ps
NAND-U11042: 286.714 ps
NAND-U11043: 1085.41 ps
NAND-U11044: 1015.4 ps
NAND-U11045: 826.856 ps
NAND-U11046: 305.524 ps
NAND-U11047: 305.524 ps
NAND-U11048: 305.524 ps
NAND-U11049: 882.377 ps
NAND-U11050: 1000.98 ps
NAND-U11051: 970.725 ps
NAND-U11052: 900.324 ps
NAND-U11053: 260.38 ps
NAND-U11054: 1085.41 ps
NAND-U11055: 1015.4 ps
NAND-U11056: 826.856 ps
NAND-U11057: 909.848 ps
NAND-U11058: 826.856 ps
NAND-U11059: 926.622 ps
NAND-U11060: 271.168 ps
NAND-U11061: 1085.41 ps
NAND-U11062: 1015.4 ps
NAND-U11063: 894.576 ps
NAND-U11064: 1017.88 ps
NAND-U11065: 987.624 ps
NAND-U11066: 884.412 ps
NAND-U11067: 284.756 ps
NAND-U11068: 1085.04 ps
NAND-U11069: 1011.71 ps
NAND-U11070: 843.755 ps
NAND-U11071: 934.429 ps
NAND-U11072: 924.08 ps
NAND-U11073: 1122.31 ps
NAND-U11074: 866.099 ps
NAND-U11075: 1010.24 ps
NAND-U11076: 933.184 ps
NAND-U11077: 978.478 ps
NAND-U11078: 287.846 ps
NAND-U11079: 1101.86 ps
NAND-U11080: 1028.53 ps
NAND-U11081: 866.099 ps
NAND-U11082: 468.701 ps
NAND-U11083: 468.701 ps
NOT-U11084: 317.86 ps
NAND-U11085: 278.829 ps
NAND-U11086: 278.829 ps
NAND-U11087: 939.963 ps
NAND-U11088: 927.555 ps
NAND-U11089: 843.755 ps
NAND-U11090: 1084.77 ps
OR-U11091: 1107.88 ps
NAND-U11092: 961.668 ps
NAND-U11093: 987.624 ps
NAND-U11094: 310.516 ps
NAND-U11095: 848.181 ps
NAND-U11096: 843.755 ps
NAND-U11097: 1084.77 ps
OR-U11098: 1107.88 ps
NAND-U11099: 445.51 ps
NAND-U11100: 312.219 ps
NAND-U11101: 858.159 ps
NAND-U11102: 353.354 ps
NAND-U11103: 1083.08 ps
OR-U11104: 1134.9 ps
NAND-U11105: 843.755 ps
NAND-U11106: 317.86 ps
NAND-U11107: 317.86 ps
NAND-U11108: 939.889 ps
OR-U11109: 1092.5 ps
NAND-U11110: 945.478 ps
NAND-U11111: 887.19 ps
NAND-U11112: 1122.31 ps
NAND-U11113: 866.099 ps
NAND-U11114: 345.266 ps
NAND-U11115: 751.818 ps
NAND-U11116: 359.281 ps
NAND-U11117: 881.852 ps
NAND-U11118: 843.755 ps
NAND-U11119: 1063.63 ps
OR-U11120: 1134.9 ps
NAND-U11121: 359.281 ps
NAND-U11122: 953.752 ps
NAND-U11123: 450.631 ps
NAND-U11124: 449.863 ps
NAND-U11125: 449.411 ps
NAND-U11126: 1040.21 ps
NAND-U11127: 303.443 ps
NAND-U11128: 1025.47 ps
NAND-U11129: 916.482 ps
NAND-U11130: 1098.36 ps
NAND-U11131: 862.693 ps
OR-U11132: 1124.64 ps
NAND-U11133: 881.65 ps
NAND-U11134: 1068.43 ps
NAND-U11135: 328.625 ps
NAND-U11136: 884.538 ps
OR-U11137: 1186.25 ps
NAND-U11138: 994.279 ps
NAND-U11139: 406.78 ps
NAND-U11140: 406.78 ps
NAND-U11141: 993.677 ps
NAND-U11142: 1015.58 ps
NAND-U11143: 1025.47 ps
NAND-U11144: 916.482 ps
NAND-U11145: 1122.38 ps
NAND-U11146: 384.246 ps
OR-U11147: 1145.51 ps
NAND-U11148: 862.693 ps
NAND-U11149: 994.522 ps
NAND-U11150: 889.24 ps
NAND-U11151: 1071.02 ps
NAND-U11152: 405.811 ps
NAND-U11153: 884.538 ps
OR-U11154: 1186.25 ps
NAND-U11155: 1056.68 ps
NAND-U11156: 357.784 ps
NAND-U11157: 357.784 ps
NAND-U11158: 993.677 ps
NAND-U11159: 1025.47 ps
NAND-U11160: 357.784 ps
NAND-U11161: 916.482 ps
NAND-U11162: 1098.36 ps
OR-U11163: 1124.64 ps
NAND-U11164: 862.693 ps
NAND-U11165: 1057.47 ps
NAND-U11166: 889.24 ps
NAND-U11167: 373.297 ps
NAND-U11168: 1071.02 ps
NAND-U11169: 884.538 ps
OR-U11170: 1186.25 ps
NAND-U11171: 1092.24 ps
NAND-U11172: 452.412 ps
NAND-U11173: 452.412 ps
NAND-U11174: 962.567 ps
NAND-U11175: 895.988 ps
NAND-U11176: 479.818 ps
NAND-U11177: 1118.48 ps
NAND-U11178: 888.418 ps
OR-U11179: 1141.59 ps
NAND-U11180: 1148.3 ps
NAND-U11181: 962.567 ps
NAND-U11182: 895.988 ps
NAND-U11183: 1118.48 ps
NAND-U11184: 888.418 ps
OR-U11185: 1141.59 ps
NAND-U11186: 582.377 ps
NAND-U11187: 884.538 ps
NAND-U11188: 1064.44 ps
NAND-U11189: 1054.24 ps
NAND-U11190: 884.538 ps
NAND-U11191: 884.538 ps
NAND-U11192: 1084.64 ps
NAND-U11193: 771.575 ps
NAND-U11194: 987.996 ps
NAND-U11195: 728.648 ps
NAND-U11196: 938.653 ps
NAND-U11197: 280.124 ps
NAND-U11198: 729.088 ps
NAND-U11199: 722.526 ps
NAND-U11200: 933.151 ps
NAND-U11201: 768.165 ps
NAND-U11202: 289.199 ps
NAND-U11203: 964.264 ps
NAND-U11204: 764.67 ps
NAND-U11205: 282.286 ps
NAND-U11206: 973.661 ps
NAND-U11207: 750.06 ps
NAND-U11208: 940.531 ps
NAND-U11209: 750.06 ps
NAND-U11210: 940.531 ps
NAND-U11211: 271.168 ps
NAND-U11212: 768.165 ps
NAND-U11213: 964.264 ps
NAND-U11214: 768.165 ps
NAND-U11215: 271.037 ps
NAND-U11216: 964.264 ps
NAND-U11217: 750.06 ps
NAND-U11218: 940.531 ps
NAND-U11219: 768.165 ps
NAND-U11220: 273.617 ps
NAND-U11221: 964.264 ps
NAND-U11222: 768.165 ps
NAND-U11223: 278.829 ps
NAND-U11224: 964.264 ps
NAND-U11225: 296.813 ps
NAND-U11226: 768.165 ps
NAND-U11227: 964.264 ps
NAND-U11228: 768.165 ps
NAND-U11229: 339.642 ps
NAND-U11230: 964.264 ps
NAND-U11231: 345.266 ps
NAND-U11232: 764.67 ps
NAND-U11233: 973.661 ps
NAND-U11234: 764.67 ps
NAND-U11235: 359.281 ps
NAND-U11236: 973.661 ps
NAND-U11237: 330.848 ps
NAND-U11238: 768.165 ps
NAND-U11239: 964.264 ps
NAND-U11240: 342.328 ps
NAND-U11241: 964.264 ps
NAND-U11242: 768.165 ps
NAND-U11243: 411.685 ps
NAND-U11244: 964.264 ps
NAND-U11245: 768.165 ps
NAND-U11246: 419.522 ps
NAND-U11247: 964.264 ps
NAND-U11248: 768.165 ps
NAND-U11249: 385.189 ps
NAND-U11250: 964.264 ps
NAND-U11251: 768.165 ps
NAND-U11252: 388.096 ps
NAND-U11253: 964.264 ps
NAND-U11254: 768.165 ps
NAND-U11255: 479.818 ps
NAND-U11256: 973.661 ps
NAND-U11257: 764.67 ps
NAND-U11258: 582.377 ps
NAND-U11259: 973.661 ps
NAND-U11260: 764.67 ps
NAND-U11261: 1040.09 ps
NAND-U11262: 280.124 ps
NAND-U11263: 975.135 ps
NAND-U11264: 975.135 ps
NAND-U11265: 302.744 ps
NAND-U11266: 1168.93 ps
NAND-U11267: 1012.93 ps
NAND-U11268: 1017.82 ps
NAND-U11269: 282.286 ps
NAND-U11270: 1168.93 ps
NAND-U11271: 1012.93 ps
NAND-U11272: 1017.82 ps
NAND-U11273: 300.545 ps
NAND-U11274: 1012.93 ps
NAND-U11275: 1017.82 ps
NAND-U11276: 1168.93 ps
NAND-U11277: 274.105 ps
NAND-U11278: 1012.93 ps
NAND-U11279: 1017.82 ps
NAND-U11280: 1168.93 ps
NAND-U11281: 284.73 ps
NAND-U11282: 1017.82 ps
NAND-U11283: 1012.93 ps
NAND-U11284: 1168.93 ps
NAND-U11285: 284.756 ps
NAND-U11286: 1012.93 ps
NAND-U11287: 1168.93 ps
NAND-U11288: 1017.82 ps
NAND-U11289: 316.865 ps
NAND-U11290: 1012.93 ps
NAND-U11291: 1168.93 ps
NAND-U11292: 1017.82 ps
NAND-U11293: 287.846 ps
NAND-U11294: 1012.93 ps
NAND-U11295: 1168.93 ps
NAND-U11296: 1017.82 ps
NAND-U11297: 292.237 ps
NAND-U11298: 1012.93 ps
NAND-U11299: 1168.93 ps
NAND-U11300: 1017.82 ps
NAND-U11301: 310.516 ps
NAND-U11302: 1012.93 ps
NAND-U11303: 1168.93 ps
NAND-U11304: 1017.82 ps
NAND-U11305: 353.354 ps
NAND-U11306: 1012.93 ps
NAND-U11307: 1168.93 ps
NAND-U11308: 1017.82 ps
NAND-U11309: 345.266 ps
NAND-U11310: 1012.93 ps
NAND-U11311: 1168.93 ps
NAND-U11312: 1017.82 ps
NAND-U11313: 359.281 ps
NAND-U11314: 1012.93 ps
NAND-U11315: 1168.93 ps
NAND-U11316: 1017.82 ps
NAND-U11317: 344.551 ps
NAND-U11318: 1188.91 ps
NAND-U11319: 1029.32 ps
NAND-U11320: 356.031 ps
NAND-U11321: 1029.32 ps
NAND-U11322: 1188.91 ps
NAND-U11323: 425.404 ps
NAND-U11324: 1029.32 ps
NAND-U11325: 1188.91 ps
NAND-U11326: 433.234 ps
NAND-U11327: 1029.32 ps
NAND-U11328: 1188.91 ps
NAND-U11329: 398.892 ps
NAND-U11330: 1029.32 ps
NAND-U11331: 1188.91 ps
NAND-U11332: 402.896 ps
NAND-U11333: 1029.32 ps
NAND-U11334: 1188.91 ps
NAND-U11335: 479.818 ps
NAND-U11336: 1188.91 ps
NAND-U11337: 1029.32 ps
NAND-U11338: 582.377 ps
NAND-U11339: 1029.32 ps
NAND-U11340: 1188.91 ps
NAND-U11341: 288.767 ps
NAND-U11342: 545.808 ps
NAND-U11343: 1033.74 ps
OR-U11344: 1110.12 ps
NAND-U11345: 1054.32 ps
NAND-U11346: 302.594 ps
NAND-U11347: 302.594 ps
OR-U11348: 1129.15 ps
NAND-U11349: 1058.72 ps
NAND-U11350: 1079.3 ps
NAND-U11351: 289.605 ps
NAND-U11352: 635.252 ps
NAND-U11353: 289.605 ps
NAND-U11354: 1052.88 ps
OR-U11355: 1120.34 ps
NAND-U11356: 1081.55 ps
NAND-U11357: 553.325 ps
NAND-U11358: 301.107 ps
OR-U11359: 1146.82 ps
NAND-U11360: 1060.97 ps
NAND-U11361: 290.389 ps
NAND-U11362: 1073.79 ps
NAND-U11363: 987.963 ps
OR-U11364: 1063.86 ps
NAND-U11365: 1008.55 ps
NAND-U11366: 250.333 ps
NAND-U11367: 300.43 ps
NAND-U11368: 300.43 ps
NAND-U11369: 403.095 ps
NAND-U11370: 227.984 ps
NAND-U11371: 403.095 ps
NAND-U11372: 250.333 ps
OR-U11373: 1129.15 ps
NAND-U11374: 1058.72 ps
NAND-U11375: 271.037 ps
NAND-U11376: 1079.3 ps
NAND-U11377: 262.691 ps
NAND-U11378: 635.76 ps
OR-U11379: 1114.71 ps
NAND-U11380: 1044.28 ps
NAND-U11381: 1064.86 ps
NAND-U11382: 612.348 ps
NAND-U11383: 223 ps
OR-U11384: 1146.82 ps
NAND-U11385: 245.16 ps
NAND-U11386: 1060.97 ps
NAND-U11387: 1081.55 ps
NAND-U11388: 276.623 ps
NAND-U11389: 594.251 ps
NAND-U11390: 262.68 ps
NAND-U11391: 262.68 ps
OR-U11392: 1129.44 ps
NAND-U11393: 1059 ps
NAND-U11394: 314.199 ps
NAND-U11395: 1117.44 ps
NAND-U11396: 314.55 ps
NAND-U11397: 630.29 ps
NAND-U11398: 314.55 ps
NAND-U11399: 325.419 ps
NAND-U11400: 314.55 ps
